location,count,xLocation,yLocation,norm_count
POINT (831.061879867088 4056.187961737148),396,831.061879867088,4056.187961737148,0.278954802259887
POINT (623.5416797108849 3842.6990447571247),396,623.5416797108849,3842.6990447571247,0.278954802259887
POINT (-1967.9969691397332 3278.7293310971263),393,-1967.9969691397332,3278.7293310971263,0.2768361581920904
POINT (620.679512600292 3446.0334925048837),385,620.679512600292,3446.0334925048837,0.2711864406779661
POINT (622.1925069281828 3423.099920081473),378,622.1925069281828,3423.099920081473,0.2662429378531073
POINT (-1642.4460242662456 3842.5573971089852),375,-1642.4460242662456,3842.5573971089852,0.2641242937853107
POINT (634.3977651502133 3027.6199910627565),374,634.3977651502133,3027.6199910627565,0.2634180790960452
POINT (636.1384569725824 3004.6973477502765),373,636.1384569725824,3004.6973477502765,0.2627118644067797
POINT (648.0701489791295 2608.076382201704),365,648.0701489791295,2608.076382201704,0.2570621468926554
POINT (-1166.439799946012 2652.5715071002023),364,-1166.439799946012,2652.5715071002023,0.2563559322033898
POINT (-1586.2671714280145 2662.9173842507307),364,-1586.2671714280145,2662.9173842507307,0.2563559322033898
POINT (-2000.367714130039 2642.2244746201304),364,-2000.367714130039,2642.2244746201304,0.2563559322033898
POINT (-1961.8899394877712 3059.2555602248704),364,-1961.8899394877712,3059.2555602248704,0.2563559322033898
POINT (8.2816657572778 1458.1821398962882),362,8.2816657572778,1458.1821398962882,0.2549435028248588
POINT (244.95035715002064 1253.4817279831466),360,244.95035715002064,1253.4817279831466,0.2535310734463277
POINT (-1935.3189486901285 3672.961545557016),356,-1935.3189486901285,3672.961545557016,0.2507062146892655
POINT (-1963.6936887840238 2638.832333563137),354,-1963.6936887840238,2638.832333563137,0.24929378531073446
POINT (616.1141707901548 3660.4811351930484),353,616.1141707901548,3660.4811351930484,0.24858757062146894
POINT (-3793.6920065901336 5773.744560031377),352,-3793.6920065901336,5773.744560031377,0.2478813559322034
POINT (-870.7563568970724 5575.685938302714),349,-870.7563568970724,5575.685938302714,0.2457627118644068
POINT (641.5651457940667 3241.9334366480957),344,641.5651457940667,3241.9334366480957,0.2422316384180791
POINT (649.8446287662705 2585.1563297162347),342,649.8446287662705,2585.1563297162347,0.240819209039548
POINT (640.5955543888008 2822.458668350445),341,640.5955543888008,2822.458668350445,0.2401129943502825
POINT (620.0233251212022 3456.885740287757),341,620.0233251212022,3456.885740287757,0.2401129943502825
POINT (-1969.2052026106894 3254.6929353932805),340,-1969.2052026106894,3254.6929353932805,0.23940677966101695
POINT (-233.7031448520055 1671.1367517170106),340,-233.7031448520055,1671.1367517170106,0.23940677966101695
POINT (648.3090753536089 2402.9578493844297),336,648.3090753536089,2402.9578493844297,0.2365819209039548
POINT (633.574535951257 3038.4608470084177),334,633.574535951257,3038.4608470084177,0.23516949152542374
POINT (-1781.290370408861 2647.655118753116),327,-1781.290370408861,2647.655118753116,0.23022598870056496
POINT (647.2309403639342 2618.9160128618682),326,647.2309403639342,2618.9160128618682,0.22951977401129944
POINT (1769.403996939719 4069.050012911854),326,1769.403996939719,4069.050012911854,0.22951977401129944
POINT (1245.728969235788 4062.134408363255),325,1245.728969235788,4062.134408363255,0.2288135593220339
POINT (-1969.003749742841 2912.9948206084628),324,-1969.003749742841,2912.9948206084628,0.22810734463276836
POINT (-1963.4519322135172 2990.815467537704),322,-1963.4519322135172,2990.815467537704,0.2266949152542373
POINT (632.5131524662587 2189.1071658299356),322,632.5131524662587,2189.1071658299356,0.2266949152542373
POINT (-3022.2284082322376 5944.320976978165),321,-3022.2284082322376,5944.320976978165,0.22598870056497175
POINT (-904.3387634014261 3680.4092367064686),321,-904.3387634014261,3680.4092367064686,0.22598870056497175
POINT (1456.5963763830305 4531.8173119642615),310,1456.5963763830305,4531.8173119642615,0.21822033898305085
POINT (-1444.6312408856834 4244.152147912815),309,-1444.6312408856834,4244.152147912815,0.2175141242937853
POINT (-1522.1036582211982 4233.266190332797),307,-1522.1036582211982,4233.266190332797,0.21610169491525424
POINT (-3017.5752906829352 6249.163590680813),305,-3017.5752906829352,6249.163590680813,0.21468926553672316
POINT (-4010.448171626687 5145.85654860726),301,-4010.448171626687,5145.85654860726,0.211864406779661
POINT (599.1458241669038 1987.3109790667438),300,599.1458241669038,1987.3109790667438,0.2111581920903955
POINT (-1544.7384346356246 2662.7638336308696),298,-1544.7384346356246,2662.7638336308696,0.2097457627118644
POINT (-3105.976029630407 6248.2598028299335),297,-3105.976029630407,6248.2598028299335,0.20903954802259886
POINT (605.8700695260123 1773.0673495314356),295,605.8700695260123,1773.0673495314356,0.2076271186440678
POINT (-1152.1826440043317 4393.3613513259925),294,-1152.1826440043317,4393.3613513259925,0.20692090395480225
POINT (-3348.3041157358853 7377.287945242523),291,-3348.3041157358853,7377.287945242523,0.20480225988700565
POINT (-3730.5394162509638 6816.737455893637),291,-3730.5394162509638,6816.737455893637,0.20480225988700565
POINT (-1975.6130252912083 2877.693635524325),288,-1975.6130252912083,2877.693635524325,0.20268361581920905
POINT (-1822.7462443320844 2643.2046359480537),288,-1822.7462443320844,2643.2046359480537,0.20268361581920905
POINT (-3655.902028815964 5869.910670640257),287,-3655.902028815964,5869.910670640257,0.2019774011299435
POINT (-648.1814797450494 1615.5210219344733),285,-648.1814797450494,1615.5210219344733,0.20056497175141244
POINT (-1947.1700466662896 3477.8049445117285),280,-1947.1700466662896,3477.8049445117285,0.19703389830508475
POINT (-1967.1075994437322 3296.422303899128),276,-1967.1075994437322,3296.422303899128,0.1942090395480226
POINT (629.2274283518273 2166.354548365224),274,629.2274283518273,2166.354548365224,0.19279661016949154
POINT (-1978.8731334432973 2860.280882730317),274,-1978.8731334432973,2860.280882730317,0.19279661016949154
POINT (-926.688122437151 4616.502111388859),273,-926.688122437151,4616.502111388859,0.192090395480226
POINT (-3696.7963693135443 6829.261878089022),271,-3696.7963693135443,6829.261878089022,0.1906779661016949
POINT (-1152.2300044801163 4315.150184389265),270,-1152.2300044801163,4315.150184389265,0.1899717514124294
POINT (-10.88658609394809 4100.315455749981),270,-10.88658609394809,4100.315455749981,0.1899717514124294
POINT (607.8621692661453 1750.165185374374),268,607.8621692661453,1750.165185374374,0.1885593220338983
POINT (-3261.34087369088 5877.260614217228),268,-3261.34087369088,5877.260614217228,0.1885593220338983
POINT (-3502.509550357995 6210.254258303984),267,-3502.509550357995,6210.254258303984,0.18785310734463276
POINT (-3792.9095310503744 5566.940256668241),267,-3792.9095310503744,5566.940256668241,0.18785310734463276
POINT (-4160.659895584335 6888.9574647644),263,-4160.659895584335,6888.9574647644,0.1850282485875706
POINT (-3789.915280798341 5148.596070907422),260,-3789.915280798341,5148.596070907422,0.182909604519774
POINT (634.0670771736393 2199.8676110787333),259,634.0670771736393,2199.8676110787333,0.18220338983050846
POINT (-2168.6823191398194 3214.1997724766597),257,-2168.6823191398194,3214.1997724766597,0.1807909604519774
POINT (-4399.957944085712 7389.079070351743),256,-4399.957944085712,7389.079070351743,0.18008474576271186
POINT (-1835.6925925054345 3814.3823254916642),256,-1835.6925925054345,3814.3823254916642,0.18008474576271186
POINT (-1858.57230343092 2641.2837127883254),256,-1858.57230343092,2641.2837127883254,0.18008474576271186
POINT (2187.366673077496 4092.503681482765),252,2187.366673077496,4092.503681482765,0.1772598870056497
POINT (-3735.384513697065 6758.29465355008),251,-3735.384513697065,6758.29465355008,0.1765536723163842
POINT (-3128.9322678856615 6247.476953414441),251,-3128.9322678856615,6247.476953414441,0.1765536723163842
POINT (604.9279414294497 1783.8985202252368),249,604.9279414294497,1783.8985202252368,0.1751412429378531
POINT (-888.4039522622064 4601.370910742981),248,-888.4039522622064,4601.370910742981,0.17443502824858756
POINT (-1229.208372616523 1579.6575513518549),247,-1229.208372616523,1579.6575513518549,0.17372881355932204
POINT (-862.8447987752158 5020.12117307666),246,-862.8447987752158,5020.12117307666,0.1730225988700565
POINT (189.39160441990907 4318.392676825776),246,189.39160441990907,4318.392676825776,0.1730225988700565
POINT (-3084.7988272621756 6248.904477065075),245,-3084.7988272621756,6248.904477065075,0.17231638418079095
POINT (-142.68624445405615 4120.956980404409),244,-142.68624445405615,4120.956980404409,0.1716101694915254
POINT (-1936.790875722566 2639.865064838291),243,-1936.790875722566,2639.865064838291,0.1709039548022599
POINT (-859.7213838662244 5439.993099782572),243,-859.7213838662244,5439.993099782572,0.1709039548022599
POINT (-607.1623593614866 5383.159695230111),242,-607.1623593614866,5383.159695230111,0.17019774011299435
POINT (-1983.3020810519254 2836.625173702004),240,-1983.3020810519254,2836.625173702004,0.1687853107344633
POINT (-548.4658961895128 6025.694820772764),239,-548.4658961895128,6025.694820772764,0.16807909604519775
POINT (-3255.641621427146 6240.453417100578),238,-3255.641621427146,6240.453417100578,0.1673728813559322
POINT (653.0249310096121 1045.6277551766495),238,653.0249310096121,1045.6277551766495,0.1673728813559322
POINT (562.4483774340464 1645.9447371943545),237,562.4483774340464,1645.9447371943545,0.16666666666666666
POINT (143.71651819741092 1663.655572874371),235,143.71651819741092,1663.655572874371,0.1652542372881356
POINT (-275.77768783127465 1672.6115278416946),233,-275.77768783127465,1672.6115278416946,0.1638418079096045
POINT (-1067.3993095225526 1603.079320352066),233,-1067.3993095225526,1603.079320352066,0.1638418079096045
POINT (-3935.1969132364575 6589.060655702245),232,-3935.1969132364575,6589.060655702245,0.163135593220339
POINT (-2799.296544312302 6640.222278357122),231,-2799.296544312302,6640.222278357122,0.16242937853107345
POINT (604.4333856450602 4151.421139320504),231,604.4333856450602,4151.421139320504,0.16242937853107345
POINT (-229.44973761269708 4528.92261007084),228,-229.44973761269708,4528.92261007084,0.16031073446327684
POINT (-460.2394272864724 4059.0156192288246),227,-460.2394272864724,4059.0156192288246,0.1596045197740113
POINT (-863.0267098595613 5002.707493639765),226,-863.0267098595613,5002.707493639765,0.15889830508474576
POINT (-858.458571729879 5422.625770664288),226,-858.458571729879,5422.625770664288,0.15889830508474576
POINT (-2619.0360347514593 5860.490280553844),225,-2619.0360347514593,5860.490280553844,0.15819209039548024
POINT (-3729.4942823332785 7236.544764666995),225,-3729.4942823332785,7236.544764666995,0.15819209039548024
POINT (-964.4241776798337 4567.748543452336),224,-964.4241776798337,4567.748543452336,0.1574858757062147
POINT (-2035.6466821373426 4747.380166356886),224,-2035.6466821373426,4747.380166356886,0.1574858757062147
POINT (-3014.6158589064894 5900.825455357445),224,-3014.6158589064894,5900.825455357445,0.1574858757062147
POINT (-3263.534058665481 5877.249521522358),224,-3263.534058665481,5877.249521522358,0.1574858757062147
POINT (-4198.80320644447 7303.859475887706),224,-4198.80320644447,7303.859475887706,0.1574858757062147
POINT (-4148.020976141068 6831.889890924527),223,-4148.020976141068,6831.889890924527,0.15677966101694915
POINT (-3679.7505924083807 5843.627562439023),221,-3679.7505924083807,5843.627562439023,0.1553672316384181
POINT (-1933.6953640929833 3714.7102131755937),220,-1933.6953640929833,3714.7102131755937,0.15466101694915255
POINT (326.0701914505251 1664.5648400949365),219,326.0701914505251,1664.5648400949365,0.153954802259887
POINT (2203.6747213035105 4486.73430093518),219,2203.6747213035105,4486.73430093518,0.153954802259887
POINT (-4296.957747709195 5035.8057787267035),216,-4296.957747709195,5035.8057787267035,0.1518361581920904
POINT (-3082.7294064158577 5876.108273839296),215,-3082.7294064158577,5876.108273839296,0.15112994350282485
POINT (-2843.989379650927 5863.954760840495),214,-2843.989379650927,5863.954760840495,0.1504237288135593
POINT (709.5155648477144 4482.374039900515),214,709.5155648477144,4482.374039900515,0.1504237288135593
POINT (-3774.646159858906 5320.695773785076),213,-3774.646159858906,5320.695773785076,0.1497175141242938
POINT (-3914.270974484496 6586.6552332220135),212,-3914.270974484496,6586.6552332220135,0.14901129943502825
POINT (-1955.6379314112664 3408.252680080407),211,-1955.6379314112664,3408.252680080407,0.1483050847457627
POINT (-2170.867298080035 3185.743325663175),211,-2170.867298080035,3185.743325663175,0.1483050847457627
POINT (-2416.7913952857407 2973.6828963870253),211,-2416.7913952857407,2973.6828963870253,0.1483050847457627
POINT (-3727.6906237657013 7214.53687996533),210,-3727.6906237657013,7214.53687996533,0.1475988700564972
POINT (-4200.46713771293 7159.877861048409),210,-4200.46713771293,7159.877861048409,0.1475988700564972
POINT (-3850.2468129920444 6582.712743032897),210,-3850.2468129920444,6582.712743032897,0.1475988700564972
POINT (-2424.293730311559 5851.478237116358),210,-2424.293730311559,5851.478237116358,0.1475988700564972
POINT (-4140.99589150723 6746.813576898603),210,-4140.99589150723,6746.813576898603,0.1475988700564972
POINT (-3501.525187673101 5855.401637330118),209,-3501.525187673101,5855.401637330118,0.14689265536723164
POINT (656.4955189778115 1175.025809132529),209,656.4955189778115,1175.025809132529,0.14689265536723164
POINT (630.057443387326 1593.6485457451095),208,630.057443387326,1593.6485457451095,0.1461864406779661
POINT (-2200.679406237863 5828.490637791835),208,-2200.679406237863,5828.490637791835,0.1461864406779661
POINT (349.0579376338694 1664.4853240567625),207,349.0579376338694,1664.4853240567625,0.14548022598870056
POINT (472.3991910475412 4476.158296786445),207,472.3991910475412,4476.158296786445,0.14548022598870056
POINT (-1255.9884588153034 2656.5856054895225),206,-1255.9884588153034,2656.5856054895225,0.14477401129943504
POINT (-1675.794761281647 2658.4580181334863),206,-1675.794761281647,2658.4580181334863,0.14477401129943504
POINT (-1998.398455588451 2731.7705537424886),206,-1998.398455588451,2731.7705537424886,0.14477401129943504
POINT (-1966.8295482015806 3148.7571326862876),206,-1966.8295482015806,3148.7571326862876,0.14477401129943504
POINT (618.6701169170694 3734.1107552804774),205,618.6701169170694,3734.1107552804774,0.1440677966101695
POINT (1037.8595923020175 4532.253393288328),203,1037.8595923020175,4532.253393288328,0.1426553672316384
POINT (-630.424336053804 1616.7825564861153),203,-630.424336053804,1616.7825564861153,0.1426553672316384
POINT (-215.912171185645 1670.5131512845362),203,-215.912171185645,1670.5131512845362,0.1426553672316384
POINT (-1465.5427387857774 1569.4044515907776),202,-1465.5427387857774,1569.4044515907776,0.1419491525423729
POINT (-1640.5060632669158 1827.2322605665265),202,-1640.5060632669158,1827.2322605665265,0.1419491525423729
POINT (-1049.6293260187585 1604.144828574189),202,-1049.6293260187585,1604.144828574189,0.1419491525423729
POINT (626.5021538466519 4478.576143046458),200,626.5021538466519,4478.576143046458,0.1405367231638418
POINT (-3522.074467821355 6663.545600635845),200,-3522.074467821355,6663.545600635845,0.1405367231638418
POINT (-3333.5226601643876 6590.233237806516),200,-3333.5226601643876,6590.233237806516,0.1405367231638418
POINT (621.1180822686098 4075.8205200430966),199,621.1180822686098,4075.8205200430966,0.13983050847457626
POINT (-428.9890369886941 1653.609668719627),199,-428.9890369886941,1653.609668719627,0.13983050847457626
POINT (-4199.25885278653 7245.22749458921),199,-4199.25885278653,7245.22749458921,0.13983050847457626
POINT (-3726.431377316386 7178.038266958409),198,-3726.431377316386,7178.038266958409,0.13912429378531074
POINT (-1908.0017778093488 3444.96627000441),197,-1908.0017778093488,3444.96627000441,0.1384180790960452
POINT (-70.69564551600625 1662.3923485467667),196,-70.69564551600625,1662.3923485467667,0.13771186440677965
POINT (-1892.5491396449288 2640.7770730539587),195,-1892.5491396449288,2640.7770730539587,0.1370056497175141
POINT (-2030.0560826121252 4621.684503070239),195,-2030.0560826121252,4621.684503070239,0.1370056497175141
POINT (-1964.4616540313964 2946.5736131008325),195,-1964.4616540313964,2946.5736131008325,0.1370056497175141
POINT (-1262.491757792136 1571.3494286978337),194,-1262.491757792136,1571.3494286978337,0.1362994350282486
POINT (359.9283989108209 1664.2984134500682),194,359.9283989108209,1664.2984134500682,0.1362994350282486
POINT (-1644.7166088256645 1623.6372525945108),194,-1644.7166088256645,1623.6372525945108,0.1362994350282486
POINT (-2023.149421369817 2719.7006128487974),193,-2023.149421369817,2719.7006128487974,0.13559322033898305
POINT (-3004.8812966369305 6472.233836677023),193,-3004.8812966369305,6472.233836677023,0.13559322033898305
POINT (-4312.591345944544 7382.239009315075),193,-4312.591345944544,7382.239009315075,0.13559322033898305
POINT (-1964.9091877155195 3114.1066031229434),193,-1964.9091877155195,3114.1066031229434,0.13559322033898305
POINT (-1557.7801253280318 1578.6453291111266),192,-1557.7801253280318,1578.6453291111266,0.1348870056497175
POINT (-1142.1623880556635 1598.5964419705945),192,-1142.1623880556635,1598.5964419705945,0.1348870056497175
POINT (-1636.5398833070856 1919.249409295415),192,-1636.5398833070856,1919.249409295415,0.1348870056497175
POINT (-2549.9674998358632 5858.36561099562),191,-2549.9674998358632,5858.36561099562,0.134180790960452
POINT (-1700.0254301349592 2656.3792918344325),191,-1700.0254301349592,2656.3792918344325,0.134180790960452
POINT (558.1197010227812 4476.463176046573),191,558.1197010227812,4476.463176046573,0.134180790960452
POINT (-2969.7023448603613 5869.016469202176),191,-2969.7023448603613,5869.016469202176,0.134180790960452
POINT (-1517.8169812148617 2662.512377431637),191,-1517.8169812148617,2662.512377431637,0.134180790960452
POINT (-59.84933391083875 1661.6444257484752),190,-59.84933391083875,1661.6444257484752,0.13347457627118645
POINT (1350.3911517156644 3643.7508305016736),190,1350.3911517156644,3643.7508305016736,0.13347457627118645
POINT (-1968.9549434241353 3237.614221482247),189,-1968.9549434241353,3237.614221482247,0.1327683615819209
POINT (-4146.2875604928395 6810.8976009077205),189,-4146.2875604928395,6810.8976009077205,0.1327683615819209
POINT (-1344.839178901843 2659.2021792112823),189,-1344.839178901843,2659.2021792112823,0.1327683615819209
POINT (-1986.4457507085508 2819.8343373115713),189,-1986.4457507085508,2819.8343373115713,0.1327683615819209
POINT (-1764.217904457457 2649.487928171088),189,-1764.217904457457,2649.487928171088,0.1327683615819209
POINT (1665.1410473632304 4060.4702951219006),188,1665.1410473632304,4060.4702951219006,0.13206214689265536
POINT (-1502.1499471205514 5797.893279166081),188,-1502.1499471205514,5797.893279166081,0.13206214689265536
POINT (-2131.5940633101764 5827.251895763945),188,-2131.5940633101764,5827.251895763945,0.13206214689265536
POINT (-1644.3741734145933 1589.334317315271),186,-1644.3741734145933,1589.334317315271,0.1306497175141243
POINT (-3928.31235465419 5025.6832178583545),185,-3928.31235465419,5025.6832178583545,0.12994350282485875
POINT (-1292.7878857907087 3789.2068033239084),185,-1292.7878857907087,3789.2068033239084,0.12994350282485875
POINT (-1781.2028975250341 2647.6645093781),185,-1781.2028975250341,2647.6645093781,0.12994350282485875
POINT (600.3299130282309 2011.5630085733385),185,600.3299130282309,2011.5630085733385,0.12994350282485875
POINT (-3470.236574785854 5445.70168730304),183,-3470.236574785854,5445.70168730304,0.1285310734463277
POINT (-3775.287235996895 5355.161569052796),183,-3775.287235996895,5355.161569052796,0.1285310734463277
POINT (-1961.63704468485 3366.041051144244),183,-1961.63704468485,3366.041051144244,0.1285310734463277
POINT (-2005.686894539415 5827.482488232355),182,-2005.686894539415,5827.482488232355,0.12782485875706215
POINT (-846.0465405661212 1599.9042582499176),182,-846.0465405661212,1599.9042582499176,0.12782485875706215
POINT (-430.49050303807354 1653.2577200313178),182,-430.49050303807354,1653.2577200313178,0.12782485875706215
POINT (-93.62982464609273 1663.9738073924925),182,-93.62982464609273,1663.9738073924925,0.12782485875706215
POINT (1077.2896455939563 3657.326649709179),181,1077.2896455939563,3657.326649709179,0.1271186440677966
POINT (-4266.458631132177 5036.264968656408),181,-4266.458631132177,5036.264968656408,0.1271186440677966
POINT (-308.47782410406603 1671.3815220786867),180,-308.47782410406603,1671.3815220786867,0.12641242937853106
POINT (-3893.980462356224 5029.193888199864),180,-3893.980462356224,5029.193888199864,0.12641242937853106
POINT (-722.7908757340468 1608.9686501546207),180,-722.7908757340468,1608.9686501546207,0.12641242937853106
POINT (-793.8583221043801 5849.018090272846),180,-793.8583221043801,5849.018090272846,0.12641242937853106
POINT (1377.9831810574326 3338.7586936934854),180,1377.9831810574326,3338.7586936934854,0.12641242937853106
POINT (-1963.2201206111756 3354.9020360044447),179,-1963.2201206111756,3354.9020360044447,0.12570621468926554
POINT (-1967.7712482982226 3173.063748837704),179,-1967.7712482982226,3173.063748837704,0.12570621468926554
POINT (-3728.616630855217 6904.991548851487),179,-3728.616630855217,6904.991548851487,0.12570621468926554
POINT (-2181.275793545357 3133.1936716738865),179,-2181.275793545357,3133.1936716738865,0.12570621468926554
POINT (-1995.3325075102055 2755.905572750831),179,-1995.3325075102055,2755.905572750831,0.12570621468926554
POINT (-3736.598370471221 7324.556587007064),179,-3736.598370471221,7324.556587007064,0.12570621468926554
POINT (649.9382662694971 2427.1840488094285),178,649.9382662694971,2427.1840488094285,0.125
POINT (-690.1233143886067 1611.8793273003582),178,-690.1233143886067,1611.8793273003582,0.125
POINT (628.9660209685345 3998.326033279177),178,628.9660209685345,3998.326033279177,0.125
POINT (-1439.5911041236159 2661.405848780632),177,-1439.5911041236159,2661.405848780632,0.12429378531073447
POINT (-1139.1551798779526 4353.2644817359505),177,-1139.1551798779526,4353.2644817359505,0.12429378531073447
POINT (-1781.1127154406656 5818.1194468055155),176,-1781.1127154406656,5818.1194468055155,0.12358757062146893
POINT (-235.60806323699734 4945.94762284899),176,-235.60806323699734,4945.94762284899,0.12358757062146893
